,title,genre,running_time,screening_rat,director,dir_movies,main_role_movies,rating
866,춘희막이,다큐멘터리,96분,12세 관람가,박혁지,4개,1개,평점 중앙값 이상의 작품
867,천문: 하늘에 묻는다,한국,2019 .12.26 개봉,12세 관람가,허진호,24개,47개,평점 중앙값 이상의 작품
868,아멜리에,코미디,121분,15세 관람가,장 피에르 주네,9개,31개,평점 중앙값 이상의 작품
869,킹스맨 : 시크릿 에이전트,액션,128분,청소년 관람불가,매튜 본,18개,92개,평점 중앙값 이상의 작품
870,매드맥스: 분노의 도로,액션,120분,15세 관람가,조지 밀러,16개,44개,평점 중앙값 이상의 작품
871,제5원소,액션,126분,15세 관람가,뤽 베송,92개,120개,평점 중앙값 이상의 작품
872,스트레이트 아웃 오브 컴턴,드라마,147분,청소년 관람불가,F. 게리 그레이,13개,6개,평점 중앙값 이상의 작품
873,락앤롤 보트,코미디,135분,청소년 관람불가,리차드 커티스,28개,55개,평점 중앙값 이상의 작품
874,아홉 스님,드라마,72분,전체 관람가,윤성준,3개,1개,평점 중앙값 이상의 작품
875,브리짓 존스의 베이비,코미디,123분,15세 관람가,샤론 맥과이어,3개,43개,평점 중앙값 이상의 작품
876,폴라 익스프레스,애니메이션,100분,전체 관람가,로버트 저메키스,46개,98개,평점 중앙값 이상의 작품
877,위플래쉬,드라마,106분,15세 관람가,데이미언 셔젤,11개,20개,평점 중앙값 이상의 작품
878,한공주,드라마,112분,청소년 관람불가,이수진,7개,32개,평점 중앙값 이상의 작품
879,스테이션 7,액션,119분,12세 관람가,클림 시펜코,3개,8개,평점 중앙값 이상의 작품
880,분노의 질주: 더 맥시멈,액션,130분,15세 관람가,저스틴 린,14개,38개,평점 중앙값 이상의 작품
881,너의 이름은.,애니메이션,106분,12세 관람가,신카이 마코토,13개,45개,평점 중앙값 이상의 작품
882,어벤져스,액션,142분,12세 관람가,조스 웨던,22개,87개,평점 중앙값 이상의 작품
883,스파이,코미디,120분,15세 관람가,폴 페이그,26개,39개,평점 중앙값 이상의 작품
884,두레소리,드라마,108분,12세 관람가,조정래,7개,1개,평점 중앙값 이상의 작품
885,뽀로로 극장판 컴퓨터 왕국 대모험,애니메이션,62분,전체 관람가,박영균,2개,24개,평점 중앙값 이상의 작품
886,드라큐라,판타지,128분,15세 관람가,프란시스 포드 코폴라,85개,79개,평점 중앙값 이상의 작품
887,극장판 요괴워치: 탄생의 비밀이다냥!,애니메이션,97분,전체 관람가,타카하시 시게하루,4개,8개,평점 중앙값 이상의 작품
888,말죽거리 잔혹사,드라마,116분,15세 관람가,유하,9개,41개,평점 중앙값 이상의 작품
889,미드웨이,액션,136분,15세 관람가,롤랜드 에머리히,23개,18개,평점 중앙값 이상의 작품
890,크게 될 놈,드라마,108분,15세 관람가,강지은,7개,110개,평점 중앙값 이상의 작품
891,완득이,드라마,107분,12세 관람가,이한,12개,39개,평점 중앙값 이상의 작품
892,비열한 거리,범죄,141분,청소년 관람불가,유하,9개,21개,평점 중앙값 이상의 작품
893,찰리와 초콜릿 공장,판타지,114분,전체 관람가,팀 버튼,37개,81개,평점 중앙값 이상의 작품
894,미녀는 괴로워,코미디,120분,12세 관람가,김용화,10개,29개,평점 중앙값 이상의 작품
895,봄 여름 가을 겨울 그리고 봄,드라마,106분,15세 관람가,김기덕,36개,8개,평점 중앙값 이상의 작품
896,범죄의 재구성,범죄,116분,청소년 관람불가,최동훈,19개,29개,평점 중앙값 이상의 작품
897,이번 일요일에,드라마,105분,전체 관람가,켄모치 사토시,1개,5개,평점 중앙값 이상의 작품
898,죽여주는 여자,드라마,111분,청소년 관람불가,이재용,16개,92개,평점 중앙값 이상의 작품
899,여름날 우리,멜로/로맨스,115분,12세 관람가,한톈,1개,5개,평점 중앙값 이상의 작품
900,루돌프와 많이있어,애니메이션,89분,전체 관람가,유야마 쿠니히코,42개,43개,평점 중앙값 이상의 작품
901,바람의 소리,범죄,112분,15세 관람가,진국부,21개,30개,평점 중앙값 이상의 작품
902,나우 이즈 굿,드라마,103분,15세 관람가,올 파커,6개,52개,평점 중앙값 이상의 작품
903,쓰리 빌보드,드라마,115분,15세 관람가,마틴 맥도나,4개,50개,평점 중앙값 이상의 작품
904,집오리와 들오리의 코인로커,드라마,110분,15세 관람가,나카무라 요시히로,28개,52개,평점 중앙값 이상의 작품
905,"아이, 로봇",SF,110분,12세 관람가,알렉스 프로야스,11개,50개,평점 중앙값 이상의 작품
906,이미테이션 게임,드라마,114분,15세 관람가,모튼 틸덤,4개,65개,평점 중앙값 이상의 작품
907,다음 침공은 어디?,다큐멘터리,119분,15세 관람가,마이클 무어,25개,25개,평점 중앙값 이상의 작품
908,라빠르망,드라마,116분,청소년 관람불가,질 미무니,2개,52개,평점 중앙값 이상의 작품
909,스파이더맨 2,액션,126분,12세 관람가,샘 레이미,62개,38개,평점 중앙값 이상의 작품
910,극장판 루팡 3세 VS 명탐정 코난,애니메이션,108분,12세 관람가,카메가키 하지메,11개,47개,평점 중앙값 이상의 작품
911,소공녀,멜로/로맨스,106분,15세 관람가,전고운,12개,21개,평점 중앙값 이상의 작품
912,"심슨 가족, 더 무비",애니메이션,86분,12세 관람가,데이빗 실버맨,8개,40개,평점 중앙값 이상의 작품
913,부에나 비스타 소셜 클럽,다큐멘터리,105분,전체 관람가,빔 벤더스,64개,1개,평점 중앙값 이상의 작품
914,명탐정 코난:진홍의 연가,애니메이션,113분,12세 관람가,시즈노 코분,15개,47개,평점 중앙값 이상의 작품
915,극장판 원피스 스탬피드,모험,101분,전체 관람가,오츠카 타카시,5개,41개,평점 중앙값 이상의 작품
916,달라스 바이어스 클럽,드라마,117분,청소년 관람불가,장 마크 발레,9개,61개,평점 중앙값 이상의 작품
917,굿 다이노,애니메이션,101분,전체 관람가,피터 손,12개,6개,평점 중앙값 이상의 작품
918,썬더와 마법저택,애니메이션,86분,상영등급 정보 없음,벤 스타센,14개,연기자 없음,평점 중앙값 이상의 작품
919,미녀와 야수,판타지,129분,전체 관람가,빌 콘돈,26개,21개,평점 중앙값 이상의 작품
920,메가마인드,애니메이션,95분,전체 관람가,톰 맥그라스,14개,80개,평점 중앙값 이상의 작품
921,서태지 심포니,다큐멘터리,123분,전체 관람가,서태지,10개,10개,평점 중앙값 이상의 작품
922,화양연화,드라마,99분,15세 관람가,왕가위,37개,90개,평점 중앙값 이상의 작품
923,극장판 포켓 몬스터 DP - 환영의 패왕 조로아크,애니메이션,98분,전체 관람가,유야마 쿠니히코,42개,46개,평점 중앙값 이상의 작품
924,펄프 픽션,범죄,154분,청소년 관람불가,쿠엔틴 타란티노,57개,69개,평점 중앙값 이상의 작품
925,불편한 진실,다큐멘터리,100분,상영등급 정보 없음,데이비스 구겐하임,21개,연기자 없음,평점 중앙값 이상의 작품
926,출국,드라마,105분,15세 관람가,노규엽,7개,67개,평점 중앙값 이상의 작품
927,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,애니메이션,103분,전체 관람가,우시로 신지,9개,87개,평점 중앙값 이상의 작품
928,비포 선셋,드라마,79분,15세 관람가,리처드 링클레이터,30개,79개,평점 중앙값 이상의 작품
929,아이스 에이지 3: 공룡시대,애니메이션,94분,전체 관람가,카를로스 살다나,10개,96개,평점 중앙값 이상의 작품
930,패트리어트 데이,드라마,133분,15세 관람가,피터 버그,45개,61개,평점 중앙값 이상의 작품
931,"가장 따뜻한 색, 블루",드라마,180분,청소년 관람불가,압델라티프 케시시,9개,18개,평점 중앙값 이상의 작품
932,마이펫의 이중생활2,애니메이션,85분,전체 관람가,크리스 리노드,10개,53개,평점 중앙값 이상의 작품
933,스텝업4 : 레볼루션,멜로/로맨스,98분,12세 관람가,스콧 스피어,5개,12개,평점 중앙값 이상의 작품
934,더 포스트,드라마,116분,12세 관람가,스티븐 스필버그,145개,79개,평점 중앙값 이상의 작품
935,데이비드 게일,드라마,130분,15세 관람가,앨런 파커,17개,77개,평점 중앙값 이상의 작품
936,내겐 너무 가벼운 그녀,멜로/로맨스,114분,15세 관람가,바비 패럴리,17개,54개,평점 중앙값 이상의 작품
937,"나의 사랑, 그리스",드라마,114분,15세 관람가,크리스토퍼 파파칼리아티스,1개,100개,평점 중앙값 이상의 작품
938,인 어 베러 월드,드라마,113분,12세 관람가,수잔 비에르,15개,38개,평점 중앙값 이상의 작품
939,어바웃 어 보이,코미디,100분,12세 관람가,크리스 웨이츠,26개,44개,평점 중앙값 이상의 작품
940,슈퍼배드 2,애니메이션,98분,전체 관람가,피에르 꼬팽,7개,46개,평점 중앙값 이상의 작품
941,혹성탈출: 진화의 시작,액션,106분,12세 관람가,루퍼트 와이어트,6개,111개,평점 중앙값 이상의 작품
942,알 포인트,공포,106분,15세 관람가,공수창,14개,26개,평점 중앙값 이상의 작품
943,사이비,애니메이션,100분,청소년 관람불가,연상호,20개,51개,평점 중앙값 이상의 작품
944,액트 오브 킬링,다큐멘터리,159분,15세 관람가,조슈아 오펜하이머,2개,1개,평점 중앙값 이상의 작품
945,박사가 사랑한 수식,드라마,116분,전체 관람가,고이즈미 타카시,8개,32개,평점 중앙값 이상의 작품
946,김씨 표류기,드라마,116분,12세 관람가,이해준,12개,44개,평점 중앙값 이상의 작품
947,란도리,드라마,125분,12세 관람가,모리 준이치,9개,36개,평점 중앙값 이상의 작품
948,박치기!,액션,118분,15세 관람가,이즈츠 카즈유키,18개,18개,평점 중앙값 이상의 작품
949,"장화, 홍련",공포,118분,12세 관람가,김지운,23개,22개,평점 중앙값 이상의 작품
950,엘프,코미디,95분,전체 관람가,존 파브로,64개,80개,평점 중앙값 이상의 작품
951,리즈와 파랑새,애니메이션,90분,전체 관람가,야마다 나오코,7개,7개,평점 중앙값 이상의 작품
952,김복남 살인사건의 전말,스릴러,115분,청소년 관람불가,장철수,9개,34개,평점 중앙값 이상의 작품
953,딥 임팩트,SF,125분,12세 관람가,미미 레더,14개,101개,평점 중앙값 이상의 작품
954,피터 래빗,애니메이션,95분,전체 관람가,윌 글럭,9개,37개,평점 중앙값 이상의 작품
955,대니 콜린스,드라마,106분,15세 관람가,댄 포겔맨,12개,65개,평점 중앙값 이상의 작품
956,사랑은 비가 갠 뒤처럼,드라마,112분,전체 관람가,나가이 아키라,5개,23개,평점 중앙값 이상의 작품
957,러시 아워,액션,95분,15세 관람가,브렛 레트너,51개,151개,평점 중앙값 이상의 작품
958,에픽 : 숲속의 전설,애니메이션,102분,전체 관람가,크리스 웨지,17개,51개,평점 중앙값 이상의 작품
959,도라에몽:스탠바이미,애니메이션,95분,전체 관람가,야마자키 다카시,20개,19개,평점 중앙값 이상의 작품
960,찬실이는 복도 많지,드라마,96분,전체 관람가,김초희,5개,15개,평점 중앙값 이상의 작품
961,울고 싶은 나는 고양이 가면을 쓴다,애니메이션,104분,전체 관람가,사토 준이치,23개,35개,평점 중앙값 이상의 작품
962,공수도,액션,112분,15세 관람가,채여준,6개,3개,평점 중앙값 이상의 작품
963,넛잡 2,애니메이션,91분,전체 관람가,캘런 브런커,5개,53개,평점 중앙값 이상의 작품
964,워크 투 리멤버,드라마,102분,12세 관람가,아담 쉥크만,31개,26개,평점 중앙값 이상의 작품
965,아메리칸 셰프,코미디,114분,15세 관람가,존 파브로,64개,64개,평점 중앙값 이상의 작품
966,도그빌,드라마,178분,청소년 관람불가,라스 폰 트리에,29개,79개,평점 중앙값 이상의 작품
967,해리 포터와 아즈카반의 죄수,판타지,141분,전체 관람가,알폰소 쿠아론,26개,28개,평점 중앙값 이상의 작품
968,애자,드라마,110분,15세 관람가,정기훈,8개,43개,평점 중앙값 이상의 작품
969,본 아이덴티티,액션,118분,12세 관람가,더그 라이만,26개,82개,평점 중앙값 이상의 작품
970,벌새,드라마,138분,15세 관람가,김보라,6개,5개,평점 중앙값 이상의 작품
971,지금 만나러 갑니다,멜로/로맨스,131분,12세 관람가,이장훈,2개,35개,평점 중앙값 이상의 작품
972,극장판 도라에몽: 진구의 보물섬,애니메이션,108분,전체 관람가,이마이 카즈아키,3개,32개,평점 중앙값 이상의 작품
973,극장판 헬로카봇:옴파로스 섬의 비밀,애니메이션,78분,전체 관람가,최신규,5개,52개,평점 중앙값 이상의 작품
974,포켓몬 더 무비 XY 후파: 광륜의 초마신,애니메이션,80분,전체 관람가,유야마 쿠니히코,42개,87개,평점 중앙값 이상의 작품
975,더 페이버릿: 여왕의 여자,드라마,119분,15세 관람가,요르고스 란티모스,10개,34개,평점 중앙값 이상의 작품
976,후 아 유,멜로/로맨스,102분,12세 관람가,최호,7개,23개,평점 중앙값 이상의 작품
977,극장판 명탐정 코난:탐정들의 진혼가,애니메이션,111분,12세 관람가,야마모토 야스이치로,14개,47개,평점 중앙값 이상의 작품
978,미션 임파서블: 로그네이션,액션,131분,15세 관람가,크리스토퍼 맥쿼리,17개,66개,평점 중앙값 이상의 작품
979,러시 아워 2,코미디,89분,12세 관람가,브렛 래트너,51개,13개,평점 중앙값 이상의 작품
980,고야의 유령,드라마,113분,15세 관람가,밀로스 포만,29개,42개,평점 중앙값 이상의 작품
981,미션 임파서블 : 고스트 프로토콜,액션,132분,15세 관람가,브래드 버드,14개,66개,평점 중앙값 이상의 작품
982,러덜리스,드라마,105분,12세 관람가,윌리암 H. 머시,105개,44개,평점 중앙값 이상의 작품
983,터닝메카드W: 블랙미러의 부활,애니메이션,72분,전체 관람가,홍헌표,2개,37개,평점 중앙값 이상의 작품
984,아이리시맨,범죄,209분,청소년 관람불가,마틴 스코세이지,112개,132개,평점 중앙값 이상의 작품
985,크리스마스에 기적을 만날 확률,애니메이션,91분,12세 관람가,곤 사토시,9개,26개,평점 중앙값 이상의 작품
986,브링 잇 온,코미디,98분,15세 관람가,페이튼 리드,10개,64개,평점 중앙값 이상의 작품
987,네버랜드를 찾아서,드라마,101분,12세 관람가,마크 포스터,15개,81개,평점 중앙값 이상의 작품
988,프리키 프라이데이,코미디,93분,전체 관람가,마크 워터스,14개,50개,평점 중앙값 이상의 작품
989,본 투 비 블루,드라마,97분,청소년 관람불가,로버트 뷔드로,4개,79개,평점 중앙값 이상의 작품
990,몬태나,드라마,131분,15세 관람가,스콧 쿠퍼,12개,53개,평점 중앙값 이상의 작품
991,다이 하드 2,액션,124분,15세 관람가,레니 할린,32개,120개,평점 중앙값 이상의 작품
992,레고 무비2,애니메이션,107분,전체 관람가,마이크 미첼,17개,43개,평점 중앙값 이상의 작품
993,월터의 상상은 현실이 된다,모험,114분,12세 관람가,벤 스틸러,83개,83개,평점 중앙값 이상의 작품
994,아기배달부 스토크,애니메이션,87분,전체 관람가,니콜라스 스톨러,16개,28개,평점 중앙값 이상의 작품
995,카사블랑카,멜로/로맨스,102분,12세 관람가,마이클 커티즈,51개,44개,평점 중앙값 이상의 작품
996,채비,드라마,114분,12세 관람가,조영준,5개,95개,평점 중앙값 이상의 작품
997,바닷마을 다이어리,드라마,128분,12세 관람가,고레에다 히로카즈,31개,46개,평점 중앙값 이상의 작품
998,퍼펙트 블루,애니메이션,81분,청소년 관람불가,곤 사토시,9개,17개,평점 중앙값 이상의 작품
999,"메밀꽃, 운수 좋은 날, 그리고 봄봄",애니메이션,90분,전체 관람가,안재훈,13개,113개,평점 중앙값 이상의 작품
1000,오페라의 유령,드라마,143분,12세 관람가,조엘 슈마허,33개,57개,평점 중앙값 이상의 작품
1001,빨간 구두,드라마,122분,청소년 관람불가,세르지오 카스텔리토,28개,59개,평점 중앙값 이상의 작품
1002,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,다큐멘터리,98분,전체 관람가,손석,5개,5개,평점 중앙값 이상의 작품
1003,봄,드라마,102분,청소년 관람불가,조근현,25개,39개,평점 중앙값 이상의 작품
1004,슈퍼 프렌즈,애니메이션,82분,전체 관람가,이경호,6개,6개,평점 중앙값 이상의 작품
1005,콘스탄틴,액션,120분,15세 관람가,프란시스 로렌스,12개,83개,평점 중앙값 이상의 작품
1006,보이후드,드라마,165분,15세 관람가,리처드 링클레이터,30개,6개,평점 중앙값 이상의 작품
1007,보글보글 스폰지 밥,애니메이션,87분,전체 관람가,스티븐 힐렌버그,6개,70개,평점 중앙값 이상의 작품
1008,안녕! 유에프오,멜로/로맨스,105분,전체 관람가,김진민,10개,67개,평점 중앙값 이상의 작품
1009,시라노; 연애조작단,멜로/로맨스,117분,12세 관람가,김현석,15개,38개,평점 중앙값 이상의 작품
1010,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,모험,95분,전체 관람가,유야마 쿠니히코,42개,54개,평점 중앙값 이상의 작품
1011,더 박스,드라마,94분,12세 관람가,양정웅,1개,11개,평점 중앙값 이상의 작품
1012,브레이킹 던 part2,드라마,115분,15세 관람가,빌 콘돈,26개,51개,평점 중앙값 이상의 작품
1013,위로공단,다큐멘터리,95분,15세 관람가,임흥순,15개,1개,평점 중앙값 이상의 작품
1014,블레이드 러너,SF,118분,15세 관람가,리들리 스콧,76개,75개,평점 중앙값 이상의 작품
1015,로드 무비,멜로/로맨스,115분,청소년 관람불가,김인식,7개,51개,평점 중앙값 이상의 작품
1016,블레이드 2,공포,116분,청소년 관람불가,길예르모 델 토로,42개,58개,평점 중앙값 이상의 작품
1017,스텝 업,드라마,103분,12세 관람가,앤 플레쳐,18개,43개,평점 중앙값 이상의 작품
1018,아티스트,멜로/로맨스,100분,12세 관람가,미셀 하자나비시우스,11개,28개,평점 중앙값 이상의 작품
1019,블랙 스완,드라마,108분,청소년 관람불가,대런 아로노프스키,15개,53개,평점 중앙값 이상의 작품
1020,취화선,드라마,120분,청소년 관람불가,임권택,113개,47개,평점 중앙값 이상의 작품
1021,현기증,드라마,127분,15세 관람가,알프레드 히치콕,65개,71개,평점 중앙값 이상의 작품
1022,공각기동대,SF,83분,12세 관람가,오시이 마모루,44개,26개,평점 중앙값 이상의 작품
1023,어드리프트:우리가 함께한 바다,드라마,97분,12세 관람가,발타자르 코루마쿠르,23개,26개,평점 중앙값 이상의 작품
1024,데이라잇,드라마,115분,12세 관람가,롭 코헨,38개,82개,평점 중앙값 이상의 작품
1025,신비아파트: 금빛 도깨비와 비밀의 동굴,애니메이션,68분,전체 관람가,김병갑,5개,64개,평점 중앙값 이상의 작품
1026,신데렐라 스토리,코미디,95분,12세 관람가,마크 로즈만,16개,31개,평점 중앙값 이상의 작품
1027,미술관 옆 동물원,멜로/로맨스,108분,15세 관람가,이정향,8개,21개,평점 중앙값 이상의 작품
1028,언노운 우먼,드라마,119분,청소년 관람불가,쥬세페 토르나토레,19개,14개,평점 중앙값 이상의 작품
1029,리플리,범죄,139분,청소년 관람불가,안소니 밍겔라,18개,82개,평점 중앙값 이상의 작품
1030,엽문 2,액션,108분,15세 관람가,엽위신,34개,75개,평점 중앙값 이상의 작품
1031,아모레스 페로스,드라마,153분,청소년 관람불가,알레한드로 곤잘레스 이냐리투,15개,11개,평점 중앙값 이상의 작품
1032,맨체스터 바이 더 씨,드라마,137분,15세 관람가,케네스 로너건,7개,42개,평점 중앙값 이상의 작품
1033,히노키오,드라마,110분,전체 관람가,아키야마 타카히코,2개,17개,평점 중앙값 이상의 작품
1034,"세라비, 이것이 인생!",코미디,115분,전체 관람가,올리비에르 나카체,8개,31개,평점 중앙값 이상의 작품
1035,스트레인저 댄 픽션,판타지,112분,12세 관람가,마크 포스터,15개,80개,평점 중앙값 이상의 작품
1036,유브 갓 메일,코미디,119분,12세 관람가,노라 에프론,17개,98개,평점 중앙값 이상의 작품
1037,닥터 스트레인지,액션,115분,12세 관람가,스콧 데릭슨,14개,65개,평점 중앙값 이상의 작품
1038,아더 크리스마스,애니메이션,97분,전체 관람가,사라 스미스,2개,77개,평점 중앙값 이상의 작품
1039,큐브,판타지,90분,청소년 관람불가,빈센조 나탈리,12개,22개,평점 중앙값 이상의 작품
1040,미운 오리 새끼,드라마,95분,15세 관람가,곽경택,28개,7개,평점 중앙값 이상의 작품
1041,쿵푸 팬더 2,애니메이션,91분,전체 관람가,여인영,4개,70개,평점 중앙값 이상의 작품
1042,"당신, 거기 있어줄래요",판타지,111분,12세 관람가,홍지영,10개,39개,평점 중앙값 이상의 작품
1043,"버스, 정류장",드라마,90분,15세 관람가,이미연,5개,58개,평점 중앙값 이상의 작품
1044,악마는 프라다를 입는다,코미디,109분,12세 관람가,데이빗 프랭클,16개,79개,평점 중앙값 이상의 작품
1045,아메리칸 스나이퍼,액션,132분,청소년 관람불가,클린트 이스트우드,93개,54개,평점 중앙값 이상의 작품
1046,남자가 사랑할 때,드라마,120분,15세 관람가,한동욱,19개,51개,평점 중앙값 이상의 작품
1047,귀여운 여인,멜로/로맨스,119분,청소년 관람불가,게리 마샬,40개,63개,평점 중앙값 이상의 작품
1048,몬스터 대학교,애니메이션,110분,전체 관람가,댄 스캔론,4개,42개,평점 중앙값 이상의 작품
1049,쉐프,코미디,85분,전체 관람가,다니엘 코헨,9개,69개,평점 중앙값 이상의 작품
1050,워리어,액션,121분,15세 관람가,게빈 오코너,13개,44개,평점 중앙값 이상의 작품
1051,우리들의 행복한 시간,드라마,120분,15세 관람가,송해성,14개,28개,평점 중앙값 이상의 작품
1052,13 구역,SF,84분,15세 관람가,피에르 모렐,12개,7개,평점 중앙값 이상의 작품
1053,엘 시크레토: 비밀의 눈동자,드라마,129분,15세 관람가,후안 호세 캄파넬라,12개,5개,평점 중앙값 이상의 작품
1054,진짜로 일어날지도 몰라 기적,드라마,128분,전체 관람가,고레에다 히로카즈,31개,6개,평점 중앙값 이상의 작품
1055,스타 트렉: 더 비기닝,SF,126분,12세 관람가,J.J. 에이브럼스,47개,36개,평점 중앙값 이상의 작품
1056,우리집,드라마,92분,전체 관람가,윤가은,6개,4개,평점 중앙값 이상의 작품
1057,"부르고뉴, 와인에서 찾은 인생",드라마,113분,15세 관람가,세드릭 클라피쉬,15개,21개,평점 중앙값 이상의 작품
1058,부당거래,범죄,119분,청소년 관람불가,류승완,41개,51개,평점 중앙값 이상의 작품
1059,잉글리쉬 페이션트,드라마,162분,청소년 관람불가,안소니 밍겔라,18개,62개,평점 중앙값 이상의 작품
1060,허브,드라마,113분,12세 관람가,허인무,10개,33개,평점 중앙값 이상의 작품
1061,트롤,애니메이션,92분,전체 관람가,마이크 미첼,17개,41개,평점 중앙값 이상의 작품
1062,알리타: 배틀 엔젤,액션,122분,12세 관람가,로버트 로드리게즈,33개,14개,평점 중앙값 이상의 작품
1063,더 레슬러,액션,109분,청소년 관람불가,대런 아로노프스키,15개,78개,평점 중앙값 이상의 작품
1064,잠베지아: 신비한 나무섬의 비밀,애니메이션,83분,전체 관람가,웨인 쏜리,1개,56개,평점 중앙값 이상의 작품
1065,겨울왕국 2,애니메이션,103분,전체 관람가,크리스 벅,8개,58개,평점 중앙값 이상의 작품
1066,고,드라마,122분,15세 관람가,유키사다 이사오,36개,36개,평점 중앙값 이상의 작품
1067,그을린 사랑,드라마,130분,청소년 관람불가,드니 빌뇌브,13개,33개,평점 중앙값 이상의 작품
1068,의천도룡기,액션,103분,15세 관람가,왕정,230개,53개,평점 중앙값 이상의 작품
1069,마다가스카의 펭귄,애니메이션,92분,전체 관람가,에릭 다넬,11개,65개,평점 중앙값 이상의 작품
1070,크리드 2,액션,130분,12세 관람가,스티븐 카플 주니어,2개,18개,평점 중앙값 이상의 작품
1071,명탐정 코난: 이차원의 저격수,애니메이션,110분,12세 관람가,시즈노 코분,15개,47개,평점 중앙값 이상의 작품
1072,로맨틱 홀리데이,멜로/로맨스,135분,15세 관람가,낸시 마이어스,16개,48개,평점 중앙값 이상의 작품
1073,데드풀 2,액션,117분,청소년 관람불가,데이빗 레이치,22개,67개,평점 중앙값 이상의 작품
1074,해가 서쪽에서 뜬다면,드라마,100분,15세 관람가,이은,41개,52개,평점 중앙값 이상의 작품
1075,내가 죽기 전에 가장 듣고 싶은 말,코미디,108분,12세 관람가,마크 펠링톤,14개,67개,평점 중앙값 이상의 작품
1076,천국의 아이들,드라마,107분,12세 관람가,박흥식,15개,27개,평점 중앙값 이상의 작품
1077,데자뷰,액션,126분,12세 관람가,토니 스콧,47개,58개,평점 중앙값 이상의 작품
1078,슈퍼배드 3,애니메이션,90분,전체 관람가,카일 발다,8개,46개,평점 중앙값 이상의 작품
1079,치킨 런,애니메이션,84분,전체 관람가,피터 로드,20개,65개,평점 중앙값 이상의 작품
1080,웨딩 싱어,코미디,99분,15세 관람가,프랭크 코라치,12개,77개,평점 중앙값 이상의 작품
1081,접속,멜로/로맨스,106분,15세 관람가,장윤현,26개,39개,평점 중앙값 이상의 작품
1082,귀향,드라마,120분,15세 관람가,페드로 알모도바르,36개,59개,평점 중앙값 이상의 작품
1083,업사이드,코미디,126분,12세 관람가,닐 버거,10개,70개,평점 중앙값 이상의 작품
1084,붉은 10월,액션,135분,전체 관람가,존 맥티어난,13개,62개,평점 중앙값 이상의 작품
1085,딥 블루 씨,공포,104분,12세 관람가,레니 할린,32개,31개,평점 중앙값 이상의 작품
1086,무간도 2 - 혼돈의 시대,액션,103분,15세 관람가,유위강,73개,209개,평점 중앙값 이상의 작품
1087,보이 A,범죄,106분,청소년 관람불가,존 크로울리,7개,52개,평점 중앙값 이상의 작품
1088,센스 앤 센서빌리티,드라마,131분,15세 관람가,이안,22개,65개,평점 중앙값 이상의 작품
1089,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,애니메이션,104분,전체 관람가,하시모토 마사카즈,7개,57개,평점 중앙값 이상의 작품
1090,모리타니안,스릴러,129분,15세 관람가,캐빈 맥도널드,17개,65개,평점 중앙값 이상의 작품
1091,맨 인 블랙,SF,98분,12세 관람가,베리 소넨필드,32개,66개,평점 중앙값 이상의 작품
1092,고지전,전쟁,133분,15세 관람가,장훈,10개,44개,평점 중앙값 이상의 작품
1093,레이드 2,액션,150분,청소년 관람불가,가렛 에반스,10개,13개,평점 중앙값 이상의 작품
1094,야수와 미녀,멜로/로맨스,101분,12세 관람가,이계벽,10개,40개,평점 중앙값 이상의 작품
1095,마미,드라마,138분,15세 관람가,자비에 돌란,18개,12개,평점 중앙값 이상의 작품
1096,파이스토리 : 악당상어 소탕작전,애니메이션,80분,전체 관람가,마크 A.Z. 디페,14개,25개,평점 중앙값 이상의 작품
1097,레지던트 이블,SF,100분,청소년 관람불가,폴 앤더슨,21개,43개,평점 중앙값 이상의 작품
1098,페르시아의 왕자: 시간의 모래,액션,116분,12세 관람가,마이크 뉴웰,30개,45개,평점 중앙값 이상의 작품
1099,스노든,드라마,134분,15세 관람가,올리버 스톤,57개,53개,평점 중앙값 이상의 작품
1100,워터보이즈,코미디,91분,전체 관람가,야구치 시노부,17개,170개,평점 중앙값 이상의 작품
1101,극장판 베르세르크: 황금 시대편Ⅲ - 강림,애니메이션,119분,청소년 관람불가,쿠보오카 토시유키,5개,8개,평점 중앙값 이상의 작품
1102,워낭소리,다큐멘터리,75분,전체 관람가,이충렬,3개,1개,평점 중앙값 이상의 작품
1103,버팔로 66,드라마,110분,청소년 관람불가,빈센트 갈로,26개,26개,평점 중앙값 이상의 작품
1104,쿠르스크,드라마,118분,15세 관람가,토마스 빈터베르그,12개,32개,평점 중앙값 이상의 작품
1105,더 라스트: 나루토 더 무비,애니메이션,114분,12세 관람가,코바야시 츠네오,6개,41개,평점 중앙값 이상의 작품
1106,쿵푸 허슬,코미디,101분,15세 관람가,주성치,72개,72개,평점 중앙값 이상의 작품
1107,붉은 돼지,애니메이션,90분,전체 관람가,미야자키 하야오,40개,10개,평점 중앙값 이상의 작품
1108,보스 베이비,애니메이션,97분,전체 관람가,톰 맥그라스,14개,120개,평점 중앙값 이상의 작품
1109,동사서독,드라마,100분,15세 관람가,왕가위,37개,66개,평점 중앙값 이상의 작품
1110,내 생애 가장 아름다운 일주일,드라마,129분,15세 관람가,민규동,27개,89개,평점 중앙값 이상의 작품
