,title,genre,running_time,screening_rat,director,dir_movies,main_role_movies,rating
11781,몬스터드,코미디,80분,15세 관람가,릭 폽코,2개,2개,평점 중앙값 미만의 작품
11782,몬스터스 온 메인 스트리트,코미디,상영 시간 정보 없음,상영등급 정보 없음,브래드 레오 라이온,6개,6개,평점 중앙값 미만의 작품
11783,몬스터즈 앤 맨,드라마,98분,15세 관람가,레이날도 마르쿠스 그린,5개,12개,평점 중앙값 미만의 작품
11784,몬스터즈 인더 우즈,공포,96분,상영등급 정보 없음,J. 호튼,9개,57개,평점 중앙값 미만의 작품
11785,몬타나 문,코미디,89분,상영등급 정보 없음,말콤 세인트 클레어,7개,48개,평점 중앙값 미만의 작품
11786,몬태나,드라마,131분,15세 관람가,스콧 쿠퍼,12개,53개,평점 중앙값 이상의 작품
11787,몬터레이 팝,다큐멘터리,79분,상영등급 정보 없음,D.A. 페네베이커,17개,연기자 없음,평점 중앙값 이상의 작품
11788,몬테 크리스토 백작,코미디,77분,NR,프레더릭 드 코르도바,8개,12개,평점 중앙값 미만의 작품
11789,몬테 크리스토 백작,드라마,60분,NR,에드윈 S. 포터,3개,1개,평점 중앙값 이상의 작품
11790,몬테 크리스토 백작,모험,113분,NR,로우랜드 V. 리,6개,11개,평점 중앙값 이상의 작품
11791,몬테즈마의 영웅들,모험,113분,NR,루이스 마일스톤,36개,51개,평점 중앙값 이상의 작품
11792,몬티 월쉬,서부,106분,전체 관람가,윌리엄 A. 프레이커,45개,47개,평점 중앙값 이상의 작품
11793,몬티 월시,서부,미국,상영등급 정보 없음,사이먼 윈서,27개,40개,평점 중앙값 이상의 작품
11794,몰 독스,코미디,100분,상영등급 정보 없음,앨리 자마니,4개,211개,평점 중앙값 미만의 작품
11795,몰로카이 바운드,코미디,9분,상영등급 정보 없음,알리카 마이카우,3개,연기자 없음,평점 중앙값 미만의 작품
11796,몰로토프 삼바,범죄,89분,상영등급 정보 없음,토드 모리스,2개,3개,평점 중앙값 이상의 작품
11797,몰리 고즈 웨스트,가족,26분,상영등급 정보 없음,리드 시몬스,6개,2개,평점 중앙값 이상의 작품
11798,몰리 맥과이어스,드라마,124분,상영등급 정보 없음,마틴 리트,29개,62개,평점 중앙값 이상의 작품
11799,몰리 브라운,장르 정보 없음,상영 시간 정보 없음,NR,찰스 월터스,23개,62개,평점 중앙값 이상의 작품
11800,몰리: 언 아메리칸 걸 온 더 홈 프론트,드라마,미국,상영등급 정보 없음,조이스 초프라,13개,24개,평점 중앙값 이상의 작품
11801,몰리스 게임,드라마,140분,15세 관람가,아론 소킨,13개,39개,평점 중앙값 이상의 작품
11802,몰리와 무법자 존,장르 정보 없음,상영 시간 정보 없음,전체 관람가,게리 넬슨,26개,38개,평점 중앙값 미만의 작품
11803,몰리의 상대성이론,드라마,102분,상영등급 정보 없음,제프 립스키,4개,13개,평점 중앙값 미만의 작품
11804,몰소름,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,마이클 로터,5개,연기자 없음,평점 중앙값 이상의 작품
11805,몹 보스,코미디,93분,15세 관람가,프레드 올렌 레이,91개,34개,평점 중앙값 미만의 작품
11806,몹스터스 앤 모먼스,가족,상영 시간 정보 없음,전체 관람가,존 E. 모어,5개,17개,평점 중앙값 이상의 작품
11807,못 헤븐,다큐멘터리,24분,상영등급 정보 없음,카일 모리슨,1개,연기자 없음,평점 중앙값 미만의 작품
11808,못다한 사랑,장르 정보 없음,상영 시간 정보 없음,전체 관람가,마이클 리치,22개,77개,평점 중앙값 미만의 작품
11809,못말리는 18홀,코미디,86분,청소년 관람불가,스티브 프록코,1개,1개,평점 중앙값 미만의 작품
11810,못말리는 고스트,코미디,미국,15세 관람가,잭 벤더,32개,25개,평점 중앙값 미만의 작품
11811,못말리는 드라큐라,코미디,88분,15세 관람가,멜 브룩스,35개,75개,평점 중앙값 미만의 작품
11812,못말리는 람보,코미디,86분,15세 관람가,짐 에이브러햄스,16개,77개,평점 중앙값 이상의 작품
11813,못말리는 비행사,코미디,84분,15세 관람가,짐 에이브러햄스,16개,77개,평점 중앙값 이상의 작품
11814,못말리는 사위,코미디,95분,15세 관람가,스티븐 래쉬,15개,23개,평점 중앙값 미만의 작품
11815,못말리는 섹스 아카데미 2,코미디,100분,15세 관람가,데이빗 힐렌브랜드,6개,2개,평점 중앙값 미만의 작품
11816,못말리는 섹스 아카데미 3,코미디,92분,15세 관람가,데이빗 힐렌브랜드,6개,1개,평점 중앙값 미만의 작품
11817,못말리는 수녀,장르 정보 없음,상영 시간 정보 없음,15세 관람가,리처드 가베이,44개,24개,평점 중앙값 미만의 작품
11818,못말리는 첩보원,코미디,94분,12세 관람가,존 아미엘,13개,73개,평점 중앙값 이상의 작품
11819,못말리는 초보 선원,코미디,80분,12세 관람가,애덤 레스닉,4개,34개,평점 중앙값 미만의 작품
11820,못말리는 형제들,코미디,93분,청소년 관람불가,봅 오덴커크,45개,53개,평점 중앙값 미만의 작품
11821,몽골리안 데스웜 - 거대지렁이의 습격,모험,미국,상영등급 정보 없음,스티븐 R. 먼로,19개,59개,평점 중앙값 미만의 작품
11822,몽유병,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,안젤라 하우,3개,연기자 없음,평점 중앙값 이상의 작품
11823,몽크 위드 어 카메라,다큐멘터리,90분,상영등급 정보 없음,티나 마스카라,2개,연기자 없음,평점 중앙값 이상의 작품
11824,몽키 비지니스,코미디,77분,12세 관람가,노먼 Z. 맥레오드,19개,18개,평점 중앙값 이상의 작품
11825,몽키 비지니스,장르 정보 없음,상영 시간 정보 없음,12세 관람가,하워드 혹스,48개,51개,평점 중앙값 이상의 작품
11826,몽키 업,액션,83분,상영등급 정보 없음,로버트 빈스,36개,1개,평점 중앙값 미만의 작품
11827,몽키 킹덤,다큐멘터리,114분,상영등급 정보 없음,마크 린필드,6개,연기자 없음,평점 중앙값 이상의 작품
11828,뫼비우스: 라이프 인 픽처,다큐멘터리,미국,상영등급 정보 없음,하스코 바우만,1개,4개,평점 중앙값 이상의 작품
11829,묘지,공포,83분,15세 관람가,마이클 페이퍼,43개,3개,평점 중앙값 미만의 작품
11830,무기여 잘 있거라,멜로/로맨스,78분,15세 관람가,프랭크 보제즈,20개,18개,평점 중앙값 이상의 작품
11831,무기여 잘 있거라,드라마,152분,상영등급 정보 없음,찰스 비더,12개,45개,평점 중앙값 이상의 작품
11832,무뉴랑가보,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,정이삭,5개,연기자 없음,평점 중앙값 이상의 작품
11833,무단 경고,드라마,미국,상영등급 정보 없음,제임스 에이버리,31개,연기자 없음,평점 중앙값 미만의 작품
11834,무단 침입,범죄,117분,청소년 관람불가,조나단 카프란,30개,71개,평점 중앙값 이상의 작품
11835,무대 위에서,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,찰리 채플린,99개,12개,평점 중앙값 이상의 작품
11836,무대 위의 인생,코미디,미국,상영등급 정보 없음,그레고리 모셔,5개,54개,평점 중앙값 미만의 작품
11837,무덤지기,코미디,상영 시간 정보 없음,상영등급 정보 없음,토드 비버,1개,연기자 없음,평점 중앙값 이상의 작품
11838,무례한 신사들,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,찰리 채플린,99개,99개,평점 중앙값 미만의 작품
11839,무링,공포,90분,15세 관람가,글렌 위스로,15개,5개,평점 중앙값 미만의 작품
11840,무모한 도전,코미디,127분,12세 관람가,배리 W. 블로스타인,8개,43개,평점 중앙값 미만의 작품
11841,무모한 천성,범죄,82분,상영등급 정보 없음,존 포드,86개,12개,평점 중앙값 미만의 작품
11842,무법 도시,액션,86분,청소년 관람불가,조나단 윈프리,9개,27개,평점 중앙값 미만의 작품
11843,무법 지대,액션,83분,상영등급 정보 없음,애디슨 랜들,23개,14개,평점 중앙값 이상의 작품
11844,무법의 소매치기,범죄,상영 시간 정보 없음,전체 관람가,브루스 겔러,10개,78개,평점 중앙값 이상의 작품
11845,무법의 탈주자,액션,90분,청소년 관람불가,로버트 샤펠,11개,41개,평점 중앙값 미만의 작품
11846,무법자,서부,116분,NR,하워드 휴즈,8개,1개,평점 중앙값 미만의 작품
11847,무법자,TV영화,상영 시간 정보 없음,상영등급 정보 없음,리차드 콤톤,22개,25개,평점 중앙값 이상의 작품
11848,무법자 제시 제임스,서부,105분,NR,헨리 킹,48개,37개,평점 중앙값 이상의 작품
11849,무법자 조시 웰즈,서부,135분,전체 관람가,클린트 이스트우드,93개,93개,평점 중앙값 이상의 작품
11850,무법자-난공불락 대열차,서부,80분,15세 관람가,크리스토퍼 포베스,10개,1개,평점 중앙값 미만의 작품
11851,무법자와 천사들,드라마,120분,청소년 관람불가,J.T. 몰너,1개,29개,평점 중앙값 미만의 작품
11852,"무브 오버, 달링",장르 정보 없음,상영 시간 정보 없음,NR,마이클 고든,6개,37개,평점 중앙값 이상의 작품
11853,무비 오지,다큐멘터리,420분,상영등급 정보 없음,죠 단테,52개,51개,평점 중앙값 이상의 작품
11854,무비 크레이지,코미디,96분,상영등급 정보 없음,클라이드 브러크먼,10개,16개,평점 중앙값 이상의 작품
11855,무빙 데이,코미디,95분,상영등급 정보 없음,마이크 클래튼버그,9개,17개,평점 중앙값 미만의 작품
11856,무빙 맥앨리스터,코미디,89분,12세 관람가,앤드류 블랙,8개,43개,평점 중앙값 미만의 작품
11857,무빙 스토리즈,다큐멘터리,85분,상영등급 정보 없음,롭 프러치먼,2개,연기자 없음,평점 중앙값 이상의 작품
11858,무빙 타겟,범죄,90분,12세 관람가,데이빗 지안콜라,14개,26개,평점 중앙값 미만의 작품
11859,무빙 타켓,TV영화,상영 시간 정보 없음,상영등급 정보 없음,크리스 톰슨,8개,54개,평점 중앙값 미만의 작품
11860,무사의 죽음,액션,상영 시간 정보 없음,NR,J. 래리 캐롤,7개,19개,평점 중앙값 미만의 작품
11861,무서운 SNS 이야기,공포,76분,상영등급 정보 없음,벤자민 세아,1개,연기자 없음,평점 중앙값 미만의 작품
11862,무서운 영화 3,코미디,90분,청소년 관람불가,데이빗 주커,19개,43개,평점 중앙값 미만의 작품
11863,무서운 영화 4,코미디,83분,15세 관람가,데이빗 주커,19개,43개,평점 중앙값 미만의 작품
11864,무서운 이야기 : 오두막의 악마,공포,78분,청소년 관람불가,마이클 크럼,6개,3개,평점 중앙값 미만의 작품
11865,무성 영화,코미디,87분,전체 관람가,멜 브룩스,35개,35개,평점 중앙값 이상의 작품
11866,무성영화관의 밤,코미디,상영 시간 정보 없음,상영등급 정보 없음,팀 러스,31개,47개,평점 중앙값 이상의 작품
11867,무솔리니의 여인,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,윌리암 A 그라함,21개,51개,평점 중앙값 이상의 작품
11868,무술의 달인 이소룡 일대기,다큐멘터리,미국,12세 관람가,가이 스커터,1개,28개,평점 중앙값 이상의 작품
11869,무슨 일이야,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,로버트 브리어,17개,연기자 없음,평점 중앙값 미만의 작품
11870,무언,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,프레더릭 마스,9개,4개,평점 중앙값 이상의 작품
11871,무인도 청춘 파티,액션,78분,청소년 관람불가,알랜 홀즈먼,8개,20개,평점 중앙값 미만의 작품
11872,무인지대,TV영화,상영 시간 정보 없음,상영등급 정보 없음,로드 홀콤,31개,11개,평점 중앙값 이상의 작품
11873,무인지대,범죄,115분,청소년 관람불가,피터 워너,26개,77개,평점 중앙값 이상의 작품
11874,무장 도시,액션,1991 .12 개봉,NR,리 해리,2개,26개,평점 중앙값 미만의 작품
11875,무장 침입,장르 정보 없음,상영 시간 정보 없음,15세 관람가,브렛 맥코믹,9개,76개,평점 중앙값 미만의 작품
11876,무장과 위험,액션,88분,12세 관람가,마크 L. 레스터,30개,38개,평점 중앙값 미만의 작품
11877,무적 타잔,장르 정보 없음,1947 .03.03 개봉,NR,로버트 F. 힐,7개,14개,평점 중앙값 미만의 작품
11878,무적 파워 레인저,액션,99분,전체 관람가,슈키 레비,27개,5개,평점 중앙값 미만의 작품
11879,무적의 전사,다큐멘터리,42분,상영등급 정보 없음,마이클 S. 오예다,5개,1개,평점 중앙값 이상의 작품
11880,무적자,액션,84분,15세 관람가,스티브 바넷,17개,29개,평점 중앙값 미만의 작품
11881,무즈-럼,드라마,상영 시간 정보 없음,상영등급 정보 없음,큐아심 바시르,4개,128개,평점 중앙값 이상의 작품
11882,무지개 아래,장르 정보 없음,상영 시간 정보 없음,전체 관람가,스티븐 래쉬,15개,58개,평점 중앙값 미만의 작품
11883,무하마드 알리,장르 정보 없음,상영 시간 정보 없음,상영등급 정보 없음,켄 번즈,11개,연기자 없음,평점 중앙값 이상의 작품
11884,무하마드 알리 되기,다큐멘터리,55분,상영등급 정보 없음,앨런 톰린슨,1개,19개,평점 중앙값 이상의 작품
11885,무하마드 알리스 그레이티스트 파이트,드라마,97분,상영등급 정보 없음,스티븐 프리어즈,45개,114개,평점 중앙값 이상의 작품
